Codigo|Municipio|UG|Titulo|DataUltimaAuditoria|CodigoMunicipio|CodigoUG|LocalExecucao|DataInicial|AnoInicial|Prazo|NaturezaIntervencao|PrazoAditado|PrazoParalizacao
1999|Feira Nova|Prefeitura Municipal de Feira Nova|Revitalização do trevo de entrada do município - Tomada de Preços nº 04/2014|2015-03-23T00:00:00|P056|230|Feira Nova|2014-12-01T00:00:00|2014|120|Urbanização||
2000|Feira Nova|Prefeitura Municipal de Feira Nova|Construção de uma Unidade Básica de Saúde no bairro Alto da Bela Vista - Pregão Presencial nº 12/2014|2015-03-23T00:00:00|P056|230|Alto da Bela Vista|2014-11-27T00:00:00|2014|180|Edificação||
2001|Feira Nova|Prefeitura Municipal de Feira Nova|Construção de uma Unidade Básica de Saúde no Loteamento Ana Barbosa Chaves - Pregão Presencial nº 13/2014|2015-03-23T00:00:00|P056|230|Loteamento Ana Barbosa Chaves|2014-11-27T00:00:00|2014|180|Edificação||
2002|Feira Nova|Prefeitura Municipal de Feira Nova|Construção de uma Unidade Básica de Saúde no Loteamento Santa Rosa - Pregão Presencial nº 14/2014|2015-02-27T00:00:00|P056|230|Loteamento Santa Rosa|2014-11-27T00:00:00|2014|180|Edificação||
2003|Feira Nova|Prefeitura Municipal de Feira Nova|Construção de uma Unidade Básica de Saúde no bairro Vila Ouro - Pregão Presencial nº 15/2014|2015-03-23T00:00:00|P056|230|bairro Vila do Ouro|2014-11-27T00:00:00|2014|180|Edificação||
2004|Feira Nova|Prefeitura Municipal de Feira Nova|Reposição de pavimento em paralelepípedo em diversas ruas do município - Pregão Presencial nº 30/2014|2015-02-27T00:00:00|P056|230|Feira Nova|2014-09-15T00:00:00|2014|365|Pavimentação||
2006|Cabo de Santo Agostinho|Prefeitura Municipal do Cabo de Santo Agostinho|Revestimento dos Canais 1 e 2, e do Canal do Boto, localizados no Loteamento de Enseada dos Corais, Município do Cabo de Santo Agostinho.|2015-01-22T00:00:00|P030|115|Loteamento Enseada dos Corais, Município do Cabo de Santo Agostinho.|2013-09-02T00:00:00|2013|270|Drenagem|570|
2007|Belo Jardim|Fundo Municipal de Saúde de Belo Jardim|UPA de Belo Jardim|2015-02-24T00:00:00|P018|70|Bairro da Boa Vista|2014-04-28T00:00:00|2014|180|Hospital|360|
2008|Belo Jardim|Departamento de Estradas de Rodagem do Estado de Pernambuco|Implantação e pavimentação da rodovia vicinal Xucuru (Sanharó/Jenipapo)|2016-11-23T00:00:00|P018|857|Sanharó|2014-07-01T00:00:00|2014|540|Rodovia||
2008|Sanharó|Departamento de Estradas de Rodagem do Estado de Pernambuco|Implantação e pavimentação da rodovia vicinal Xucuru (Sanharó/Jenipapo)|2016-11-23T00:00:00|P128|857|Sanharó|2014-07-01T00:00:00|2014|540|Rodovia||
2009|Santa Cruz do Capibaribe|Prefeitura Municipal de Santa Cruz do Capibaribe|Manutenção, ampliação e construção de banheiro nas seguintes unidades escolares: Escola Ivone Gonçalves de Araújo, Creche Terezinha Figueiroa de Siqueira, Escola Evangélica, Escola Intermediária Maria José e escola Lucinalva Aragão|2015-03-05T00:00:00|P129|576|Escola Ivone Gonçalves de Araújo, Creche Terezinha Figueiroa de Siqueira, Escola Evangélica, Escola Intermediária Maria José e escola Lucinalva Aragão|2015-02-05T00:00:00|2015||Escola||
2010|Quipapá|Prefeitura Municipal de Quipapá|Contratação de empresa para prestação de serviços de limpeza pública, consistindo em coleta de resíduos sólidos domiciliares, comerciais, de varrição e de feiras livres, capinação e pintura de meio fio das vias pavimentadas na sede e de distritos do município de Quipapá/PE.|2015-02-27T00:00:00|P119|490|Sede e distritos de Quipapá|2013-10-11T00:00:00|2013|180|Limpeza|365|
2011|Santa Cruz do Capibaribe|Prefeitura Municipal de Santa Cruz do Capibaribe|Construção da Praça Teonilo Silvestre|2015-02-05T00:00:00|P129|576|Centro|2014-02-06T00:00:00|2014|60|Praça/Parque||
2012|Santa Cruz do Capibaribe|Prefeitura Municipal de Santa Cruz do Capibaribe|Pavimentação em diversas ruas da cidade de Santa Cruz do Capibaribe|2015-03-05T00:00:00|P129|576|Ruas: José Marcelino Ramos, Teodora de Carvalho Aragão, Heleno Severino da Silva, José Nunes de Lima, Jaime Francisco de Queiroz, Alonso Nunes de Lima, Naelson Gregório Nunes, Antônio Luiz de Andrade, Joaquim Ferreira Filho, Josefa Mendes de Barros, Severino Francelino Aragão e outros|2014-03-17T00:00:00|2014|180|Pavimentação||
2013|Santa Cruz do Capibaribe|Prefeitura Municipal de Santa Cruz do Capibaribe|Aquisição de materiais de construção|2015-02-05T00:00:00|P129|576|Diversos locais|2014-11-24T00:00:00|2014|360|Aquisição de Material||
2014|Paudalho|Prefeitura Municipal do Paudalho|Construção de pavimentação em paralelepípedos e drenagem em diversas ruas no bairro de Guadalajara|2015-03-20T00:00:00|P110|454|Bairro de Guadalajara|2014-10-02T00:00:00|2014|240|Pavimentação||
2015|Paudalho|Prefeitura Municipal do Paudalho|Contratação de Empresa de Engenharia para execução dos serviços de manutenção preventiva e preditiva dos prédios públicos, vinculados a Secretaria de Educação em diversos bairros|2015-03-24T00:00:00|P110|454|Diversos bairros do Município do Paudalho|2014-03-26T00:00:00|2014|360|Escola||
2016|Paudalho|Prefeitura Municipal do Paudalho|Contratação de empresa de engenharia para Reforma/Requalificação do Teatro Municipal de Paudalho-PE|2015-03-24T00:00:00|P110|454|Centro||||Centro Cultural||
2017|Gravatá|Prefeitura Municipal de Gravatá|Limpeza Urbana e Operação do Aterro Sanitário - Dispensa 01/2013|2014-11-07T00:00:00|P066|260|Zona Urbana|2013-01-02T00:00:00|2013|90|Serviços de Limpeza de Logradouros Públicos|90|
2018|Gravatá|Prefeitura Municipal de Gravatá|Limpeza Urbana e Operação do Aterro Sanitário - Dispensa 028/2013|2014-11-07T00:00:00|P066|260|Zona Urbana|2015-07-01T00:00:00|2015|180|Serviços de Limpeza de Logradouros Públicos||
2019|Gravatá|Prefeitura Municipal de Gravatá|Limpeza Urbana e Operação do Aterro Sanitário - Dispensa 01/2014|2014-11-07T00:00:00|P066|260|Zona Urbana|2014-01-10T00:00:00|2014|90|Serviços de Limpeza de Logradouros Públicos||
2020|Gravatá|Prefeitura Municipal de Gravatá|Limpeza Urbana e Operação do Aterro Sanitário - Dispensa 12/2014|2014-11-07T00:00:00|P066|260|Zona Urbana|2014-04-14T00:00:00|2014|90|Limpeza Urbana||
2021|Gravatá|Prefeitura Municipal de Gravatá|Limpeza Urbana e Operação do Aterro Sanitário - Dispensa 17/2014|2014-11-07T00:00:00|P066|260|Zona Urbana|2014-07-15T00:00:00|2014|180|Serviços de Limpeza de Logradouros Públicos||
2022|Gravatá|Prefeitura Municipal de Gravatá|Limpeza Urbana e Operação do Aterro Sanitário - Dispensa 20/2014|2014-11-07T00:00:00|P066|260|Zona Urbana|2014-10-17T00:00:00|2014|90|Limpeza Urbana||
2025|Camocim de São Félix|Prefeitura Municipal de Camocim de São Félix|Construção de Escola no Sítio Mondé dos Cabrais|2015-04-17T00:00:00|P037|151|Zona Rural||||Escola||
2026|Camocim de São Félix|Prefeitura Municipal de Camocim de São Félix|Construção de Escola no Sítio Pacas|2015-04-17T00:00:00|P037|151|Zona Rural||||Escola||
2027|Camocim de São Félix|Prefeitura Municipal de Camocim de São Félix|Construção de Unidade de Saúde da Família no Bairro Novo|2015-04-17T00:00:00|P037|151|Zona Urbana||||Posto de Saúde||
2028|Camocim de São Félix|Prefeitura Municipal de Camocim de São Félix|Construção de Unidade de Saúde da Família no Bairro do Cruzeiro|2015-04-17T00:00:00|P037|151|Zona Urbana||||Posto de Saúde||
2031|Lagoa do Carro|Prefeitura Municipal de Lagoa do Carro|Escola Professor Ailton Barbosa de Lima|2015-03-25T00:00:00|P171|735|Escola Professor Ailton Barbosa de Lima - Centro||||Escola||
2032|Lagoa do Carro|Prefeitura Municipal de Lagoa do Carro|Escola Jorge Camelo|2015-03-25T00:00:00|P171|735|Escola Jorge camelo - Centro||||Escola||
2033|Lagoa do Carro|Prefeitura Municipal de Lagoa do Carro|Escola Nossa Senhora de Santana|2015-03-25T00:00:00|P171|735|Escola Nossa Senhora de Santana - Zona Rural||||Escola||
2034|Lagoa do Carro|Prefeitura Municipal de Lagoa do Carro|Escola Joana Pinto de Souza|2015-03-25T00:00:00|P171|735|Escola Joana Pinto de Souza - Zona Rural||||Escola||
2036|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Contratação de Empresa Especializada para o Monitoramento do Ruído Ambiental Emitido na Área do Porto de Suape|2015-03-19T00:00:00|P074|1041|Ipjuca||||Consultoria||
2038|Palmares|Prefeitura Municipal dos Palmares|Serviços de locação e gerenciamento de veículos de pequeno, médio e grande porte, para atender as necessidades da Secretaria de Educação, referente ao exercício 2013.|2013-11-29T00:00:00|P104|423|Sede do município e distritos|2013-03-11T00:00:00|2013|60|Transporte Escolar|240|
2039|Palmares|Prefeitura Municipal dos Palmares|Serviço de locação e gerenciamento de veículos de pequeno, médio e grande porte, para atender as necessidades da Prefeitura de Palmares, referente ao exercício 2014.|2015-03-12T00:00:00|P104|423|Sede do município e distritos|2014-06-02T00:00:00|2014|365|Transporte Escolar||
2040|Ipojuca|Prefeitura Municipal de Ipojuca|Locação de veículos automotores e máquinas para suprir as necessidades do Município de Ipojuca.|2016-03-24T00:00:00|P074|293|Municipio de Ipojuca|2013-10-09T00:00:00|2013|360|Carga e Transporte|1080|
2041|Ipojuca|Prefeitura Municipal de Ipojuca|Requalificação e Reordenamento Urbano da Área da Praça das Esculturas|2015-04-01T00:00:00|P074|293|Porto de Galinhas|2012-06-11T00:00:00|2012|120|Praça/Parque|120|
2044|Caruaru|Prefeitura Municipal de Caruaru|Construção de 02 (duas) UPAS nos Bairros de Rendeiras e Boa Vista I|2015-04-17T00:00:00|P043|172|Bairros Rendeiras e Boa Vista I, Caruaru|2012-08-20T00:00:00|2012|120|Posto de Saúde|895|
2045|Palmares|Prefeitura Municipal dos Palmares|Serviço de Limpeza Urbana no Município de Palmares e dos Distritos de Serro Azul e Santo Antônio e seus povoados - Concorrência nº 002/2013|2015-05-15T00:00:00|P104|423|Sede e Distritos de Serro Azul, Santo Antônio e seus povoados|2014-05-02T00:00:00|2014|365|Serviços de Limpeza de Logradouros Públicos||
2046|Camocim de São Félix|Prefeitura Municipal de Camocim de São Félix|Reforma do Açougue Municipal|2015-04-17T00:00:00|P037|151|Zona Urbana|2013-08-12T00:00:00|2013|180|Mercado||
2049|Santa Cruz do Capibaribe|Departamento de Estradas de Rodagem do Estado de Pernambuco|Restauração e duplicação da PE-160 (Pão de Açúcar/Santa Cruz do Capibaribe)|2017-06-20T00:00:00|P129|857|Distrito de Pão de Açúcar / Santa Cruz do Capibaribe|2014-06-16T00:00:00|2014|540|Rodovia|360|
2049|Taquaritinga do Norte|Departamento de Estradas de Rodagem do Estado de Pernambuco|Restauração e duplicação da PE-160 (Pão de Açúcar/Santa Cruz do Capibaribe)|2017-06-20T00:00:00|P153|857|Distrito de Pão de Açúcar / Santa Cruz do Capibaribe|2014-06-16T00:00:00|2014|540|Rodovia|360|
2050|Bezerros|Departamento de Estradas de Rodagem do Estado de Pernambuco|Execução dos serviços remanescentes das obras para restauração da Rodovia PE-103, Trecho Entr. BR-232 (BEZERROS) - Entr. PE-109 (BONITO)|2015-05-27T00:00:00|P020|857|Bezerros - Bonito|2015-04-01T00:00:00|2015|330|Rodovia||
2050|Bonito|Departamento de Estradas de Rodagem do Estado de Pernambuco|Execução dos serviços remanescentes das obras para restauração da Rodovia PE-103, Trecho Entr. BR-232 (BEZERROS) - Entr. PE-109 (BONITO)|2015-05-27T00:00:00|P024|857|Bezerros - Bonito|2015-04-01T00:00:00|2015|330|Rodovia||
2052|Ibirajuba|Prefeitura Municipal de Ibirajuba|Reposição de pavimentação|2015-04-24T00:00:00|P069|274|Zona Urbana|2013-04-10T00:00:00|2013|150|Pavimentação||
2053|Ibirajuba|Prefeitura Municipal de Ibirajuba|Manutenção de galerias|2015-04-24T00:00:00|P069|274|Zona Urbana|2013-04-10T00:00:00|2013|150|Saneamento||
2054|Caruaru|Prefeitura Municipal de Caruaru|Construção de Quadras Poliesportivas nas Escolas Laura Florêncio, Cristina Tavares e Tereza Neuma.|2015-04-16T00:00:00|P043|172|Bairro do Salgado e Vila de Padre Inácio, Caruaru|2012-03-19T00:00:00|2012|365|Quadra Poliesportiva|730|
2055|Caruaru|Prefeitura Municipal de Caruaru|Construção de 04 Centros Municipais de Educação Infantil - CMEI|2015-04-16T00:00:00|P043|172|São João da Escócia e José Carlos de Oliveira|2012-01-03T00:00:00|2012|365|Creche||
2056|Caruaru|Prefeitura Municipal de Caruaru|Recapeamento Asfáltico da Av. Mestre Vitalino, no acesso ao Distrito Industrial entre a BR 232 e o Alto do Moura|2015-04-16T00:00:00|P043|172|Av. Mestre Vitalino, Distrito Industrial, Caruaru|2011-06-13T00:00:00|2011|150|Pavimentação|90|
2057|Caruaru|Prefeitura Municipal de Caruaru|Serviços de Pavimentação e Drenagem no 2º segmento da Avenida Brasil.|2015-04-16T00:00:00|P043|172|Avenida Brasil, Caruaru.|2011-08-18T00:00:00|2011|120|Pavimentação|120|
2059|Araçoiaba|Secretaria Executiva de Ressocialização de Pernambuco|Execução de Serviços de Terraplanagem nos terrenos destinados à Construção de 07 Cadeias Públicas no município de Araçoiaba|2015-10-07T00:00:00|P183|939|Araçoiaba|2015-04-01T00:00:00|2015|90|Terraplanagem|85|
2060|Bezerros|Prefeitura Municipal dos Bezerros|Pavimentação em paralelepípedos em diversas Ruas do município de Bezerros.|2015-05-27T00:00:00|P020|74|Diversas ruas dos Bairros São José, Santo Amaro I e II, Centro, COHAB, Santo Antônio e Loteamento Paloma.|2013-11-05T00:00:00|2013|180|Pavimentação|180|
2065|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Urbanização das Calçadas do Centro - Concorrência nº 03/2013|2015-07-27T00:00:00|P141|618|Centro|2013-07-29T00:00:00|2013|180|Urbanização|180|
2066|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção de escola na Avenida 02 do Parque Capibaribe - Tomada de Preços nº 14/2013|2015-07-27T00:00:00|P141|618|Parque Capibaribe|2013-12-12T00:00:00|2013|150|Escola|150|
2067|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Recapeamento asfáltico em diversas ruas do município - Concorrência nº 01/2014|2015-07-27T00:00:00|P141|618|São Lourenço da Mata|2014-05-28T00:00:00|2014|90|Revestimento em CBUQ|455|
2068|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção de Unidade Básica de Saúde na Rua Imperial - Concorrência nº 02/2014|2015-07-27T00:00:00|P141|618|Capibaribe|2014-10-06T00:00:00|2014|2400|Posto de Saúde||
2069|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Revitalização da Praça ao lado da Igreja Matriz - Convite nº 04/2014|2018-04-03T00:00:00|P141|618|Centro|2014-04-22T00:00:00|2014|120|Urbanização||
2070|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção do velório no bairro Tiúma - Tomada de Preços nº 08/2014|2015-07-27T00:00:00|P141|618|Tiúma|2014-10-03T00:00:00|2014|150|Edificação|150|
2071|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Recuperação do Calçadão da PE 005 - TP nº 10/2014|2018-04-03T00:00:00|P141|618|Centro (trecho Casa de Saúde)|2014-08-25T00:00:00|2014|90|Urbanização|270|
2072|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção do Centro Multicultural - Tomada de Preços nº 012/2014|2015-07-27T00:00:00|P141|618|São Lourenço da Mata|2014-11-18T00:00:00|2014|180|Centro Cultural||
2073|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção da Praça Ariano Suassuna - Convite nº 26/2014|2015-07-27T00:00:00|P141|618|Loteamento Rosina Labanca|2014-10-01T00:00:00|2014|60|Urbanização||
2075|Recife|Porto do Recife S.A.|Execução das Obras de Dragagem de Aprofundamento do Canal de Acesso, Bacia de Manobras e Berços de Atracação do Porto do Recife.|2014-06-10T00:00:00|P120|809|Canal de acesso, bacia de evolução e berço de atracação do Porto Organizado do Recife/PE|2012-03-14T00:00:00|2012|120|Dragagem|300|
2076|Recife|Porto do Recife S.A.|Contratação de Prestação de Serviços de Engenharia para Fiscalização, Supervisão, Gerenciamento e Monitoramento Ambiental das Obras e Serviços de Reforma, Adequação e Melhoramento da Infraestrutura Operacional dos Cais 07, 08 e 09/10 no Porto do Recife/PE.|2014-06-10T00:00:00|P120|809|Porto do Recife. Município Recife/PE|||360|Consultoria||
2079|Palmares|Prefeitura Municipal dos Palmares|Serviços de Consultoria em Engenharia Civil - Convite nº 05/2013|2015-06-30T00:00:00|P104|423|Palmares|2013-04-01T00:00:00|2013|300|Consultoria||
2082|Palmares|Prefeitura Municipal dos Palmares|Elaboração de Projeto de Engenharia para o Convênio FEM - Convite nº 11/2013|2015-06-30T00:00:00|P104|423|Palmares|2013-06-18T00:00:00|2013|45|Consultoria||
2083|Palmares|Prefeitura Municipal dos Palmares|Coordenação, supervisão e orientação técnica em Projetos de Arquitetura e Urbanismo - Convite nº 24/2013|2015-06-30T00:00:00|P104|423|Palmares|2013-06-01T00:00:00|2013|365|Consultoria||
2086|Palmares|Prefeitura Municipal dos Palmares|Serviços de topografia para subsidiar os diversos projetos a serem elaborados pela Secretaria de Infraestrutura - Convite nº 34/2013|2015-06-30T00:00:00|P104|423|Palmares|2013-09-26T00:00:00|2013|150|Consultoria||
2087|Palmares|Prefeitura Municipal dos Palmares|Levantamento arquitetônico dos imóveis onde funcionam a Rede Escolar Municipal - Convite nº 37/2013|2015-06-30T00:00:00|P104|423|Palmares|2013-10-25T00:00:00|2013|60|Consultoria||
2088|Palmares|Prefeitura Municipal dos Palmares|Assessoria na gestão dos resíduos sólidos nos programas de Gestão Ambiental do município - Convite nº 38/2013|2015-06-30T00:00:00|P104|423|Palmares|2013-11-08T00:00:00|2013|365|Consultoria||
2089|Palmares|Prefeitura Municipal dos Palmares|Elaboração de projetos de engenharia e arquitetura - Convite nº 43/2013|2015-06-30T00:00:00|P104|423|Palmares|2014-01-02T00:00:00|2014|45|Consultoria|45|
2092|Gravatá|Prefeitura Municipal de Gravatá|Manutenção, melhoria e ampliação do Sistema de Iluminação Pública do Município de Gravatá|2015-06-12T00:00:00|P066|260|Sede do Município|2013-06-12T00:00:00|2013|90|Rede de Iluminação||
2096|Itambé|Departamento de Estradas de Rodagem do Estado de Pernambuco|Restauração da rodovia PE-004 - Trecho: Entrada PE-052 (Itaquitinga) - Entrada PE-075 (Itambé).|2016-05-31T00:00:00|P079|857|Itaquitinga|2014-07-01T00:00:00|2014|540|Rodovia||
2096|Itaquitinga|Departamento de Estradas de Rodagem do Estado de Pernambuco|Restauração da rodovia PE-004 - Trecho: Entrada PE-052 (Itaquitinga) - Entrada PE-075 (Itambé).|2016-05-31T00:00:00|P082|857|Itaquitinga|2014-07-01T00:00:00|2014|540|Rodovia||
2097|Bezerros|Prefeitura Municipal dos Bezerros|Pavimentação e drenagem em diversas ruas nos Bairros São Pedro e Salgado.|2015-06-02T00:00:00|P020|74|Diversas Ruas dos Bairros São Pedro e Salgado do município de Bezerros.|2014-01-06T00:00:00|2014|180|Pavimentação|180|
2104|Bezerros|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de conservação da rodovia BR-232, trecho: Recife / Caruaru, km 0,00 ao km 129,9, sob jurisdição do 1º distrito rodoviário.|2019-10-01T00:00:00|P020|857|Recife / Caruaru|2014-11-20T00:00:00|2014|365|Rodovia|1550|
2104|Caruaru|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de conservação da rodovia BR-232, trecho: Recife / Caruaru, km 0,00 ao km 129,9, sob jurisdição do 1º distrito rodoviário.|2019-10-01T00:00:00|P043|857|Recife / Caruaru|2014-11-20T00:00:00|2014|365|Rodovia|1550|
2104|Gravatá|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de conservação da rodovia BR-232, trecho: Recife / Caruaru, km 0,00 ao km 129,9, sob jurisdição do 1º distrito rodoviário.|2019-10-01T00:00:00|P066|857|Recife / Caruaru|2014-11-20T00:00:00|2014|365|Rodovia|1550|
2104|Pombos|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de conservação da rodovia BR-232, trecho: Recife / Caruaru, km 0,00 ao km 129,9, sob jurisdição do 1º distrito rodoviário.|2019-10-01T00:00:00|P117|857|Recife / Caruaru|2014-11-20T00:00:00|2014|365|Rodovia|1550|
2104|Recife|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de conservação da rodovia BR-232, trecho: Recife / Caruaru, km 0,00 ao km 129,9, sob jurisdição do 1º distrito rodoviário.|2019-10-01T00:00:00|P120|857|Recife / Caruaru|2014-11-20T00:00:00|2014|365|Rodovia|1550|
2104|Vitória de Santo Antão|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de conservação da rodovia BR-232, trecho: Recife / Caruaru, km 0,00 ao km 129,9, sob jurisdição do 1º distrito rodoviário.|2019-10-01T00:00:00|P167|857|Recife / Caruaru|2014-11-20T00:00:00|2014|365|Rodovia|1550|
2105|Recife|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de manutenção e conservação das rodovias sob jurisdição do 1º Distrito Rodoviário.|2019-09-25T00:00:00|P120|857|Diversas rodovias|2014-07-21T00:00:00|2014|365|Rodovia|1825|
2106|Carpina|Departamento de Estradas de Rodagem do Estado de Pernambuco|Serviços de manutenção e conservação das rodovias sob jurisdição do 2º Distrito Rodoviário.|2016-11-29T00:00:00|P042|857|Diversas rodovias|2014-08-15T00:00:00|2014|365|Rodovia|730|
2110|Nazaré da Mata|Prefeitura Municipal de Nazaré da Mata|Contratação de empresa especializada para a construção da Praça Dr. Herculano Bandeira, com construção de passeios, iluminação externa e bancos, conforme projeto básico|2015-02-26T00:00:00|P099|386|Município de Nazaré da Mata, Centro|2011-05-02T00:00:00|2011|90|Praça/Parque|80|
2111|Palmares|Prefeitura Municipal dos Palmares|Elaboração de projetos destinados a cumprir exigências do Termo de Adesão FEM nº 115/14 - Tomada de Preços nº 03/2014|2015-06-30T00:00:00|P104|423|Palmares|2014-08-26T00:00:00|2014|60|Consultoria||
2114|Casinhas|Companhia Estadual de Habitação e Obras|Minha Casa Minha Vida 2 Casinhas|2015-06-19T00:00:00|P178|800|07º 43' 41,8'' Sul e 35º 43' 37,5'' Oeste WGS84|2013-06-26T00:00:00|2013||Casa Popular||
2117|Palmares|Companhia Pernambucana de Saneamento|Construção da Barragem Serro Azul|2016-09-02T00:00:00|P104|802|Palmares|2012-01-27T00:00:00|2012|540|Barragem|1230|
2120|Cumaru|Companhia Estadual de Habitação e Obras|Minha Casa Minha Vida 2 Cumaru|2016-03-04T00:00:00|P051|800|08º 06' 27,5'' Sul e 35º 46' 31,6'' Oeste WGS84|2013-03-20T00:00:00|2013|360|Casa Popular||
2122|Recife|Gabinete de Projetos Especiais do Recife|Execução da reforma e ampliação do Ginásio de Esportes Geraldo Magalhães.|2019-09-03T00:00:00|P120|1439|Av. Mascarenha de Moraes S/N, Imbiribeira, Recife, PE|2013-07-12T00:00:00|2013|365|Ginásio|2149|
2124|Machados|Prefeitura Municipal de Machados|Recuperação de Campo de Futebol da cidade|2016-11-07T00:00:00|P095|372|Bairro Machadinhos|2014-06-30T00:00:00|2014|180|Estádio|180|
2125|Petrolina|Prefeitura Municipal de Petrolina|Execução dos serviços de engenharia civil relativos ao recapeamento asfáltico em CBUQ - Petrolina - PE, para atender as necessidades da Gestão de Projetos Especiais, conforme solicitação da Secretaria Municipal de Infraestrutura e Mobilidade Urbana.|2015-07-24T00:00:00|P115|471|Área urbana da cidade de Petrolina|2015-07-06T00:00:00|2015||Revestimento em CBUQ||
2128|Ferreiros|Companhia Estadual de Habitação e Obras|Minha Casa Minha Vida 2 Ferreiros|2015-06-19T00:00:00|P057|800|07º 26' 52,6'' Sul e 35º 15' 16,8'' Oeste WGS84|2014-09-05T00:00:00|2014||Casa Popular||
2129|Vicência|Companhia Estadual de Habitação e Obras|Minha Casa Minha Vida 2 Vicência|2015-06-19T00:00:00|P166|800|07º 39' 38,4'' Sul e 35º 18' 30,0'' Oeste WGS84|2013-10-17T00:00:00|2013||Casa Popular||
2130|Surubim|Companhia Pernambucana de Saneamento|Sistema de Esgotamento Sanitário de Surubim|2018-09-28T00:00:00|P149|802|Surubim|2014-04-07T00:00:00|2014|1080|Saneamento|602|
2132|Araçoiaba|Prefeitura Municipal de Araçoiaba|Contratação de empresa para serviços de pavimentação com pedra de paralelepípedo granítico, inclusive drenagem, em 19 (dezenove) ruas do município: Juazeiro do Norte, Trecho 03; Projetada 08; Projetada 09;  Projetada 10; Do Meio, Trecho 01; Bela Vista, Etapa II; 15 de Agosto; Do Campo; N.S. do Monte, Trecho 01; Do Meio, Trecho 02; São Paulo; Cabo; Do Capim; Da Paz; N.S. do Monte, Trecho 02; Av. Brasil; Cana Brava; Amaro Soares e Genaro Baracho|2015-08-19T00:00:00|P183|771|Sede do Município, no local denominado Nova Araçoiaba|2014-09-19T00:00:00|2014|90|Pavimentação||30
2133|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Implantação da Infraestrutura Viária do Acesso à Empresa Central PET no Complexo Industrial Portuário de SUAPE|2015-03-20T00:00:00|P074|1041|Complexo Industrial e Portuário de SUAPE|||90|Rodovia||
2134|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Implantação de Infraestrutura Viária de Acesso da Retroárea dos Cais 4 e 5, no complexo Industrial Portuário de SUAPE|2015-03-20T00:00:00|P074|1041|Complexo Industrial e Portuário de SUAPE|||120|Rodovia|75|
2135|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Execução de Manutenção Preventiva e Corretiva de Vias, Recuperação e Serviços Complementares nas Vias não Concessionadas no Complexo Industrial Portuário de SUAPE|2018-12-06T00:00:00|P074|1041|Complexo Industrial e Portuário de SUAPE|2014-12-03T00:00:00|2014|730|Rodovia||
2136|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Implantação de Acesso A Brasil Carbono, no Complexo Industrial de SUAPE |2015-03-20T00:00:00|P074|1041|Complexo Industrial e Portuário de SUAPE|||90|Rodovia||
2137|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Implantação do Acesso Viário às Cimenteiras, no Complexo Industrial Portuário de SUAPE|2017-11-30T00:00:00|P074|1041|Complexo Industrial e Portuário de SUAPE|2015-01-07T00:00:00|2015|180|Rodovia||
2138|Belém de São Francisco|Prefeitura Municipal de Belém de São Francisco|Execução do serviços regulares de Limpeza Urbana e Operações Especiais.|2015-08-21T00:00:00|P017|62|Sede e Distritos de Belém do São Francisco|2012-01-02T00:00:00|2012|1825|Limpeza Urbana||
2144|Santa Maria do Cambucá|Prefeitura Municipal de Santa Maria do Cambucá|Locação de veículos destinados às Secretarias de Administração, Educação, Ação Social, Agricultura e Gabinete do Prefeito.|2015-09-02T00:00:00|P131|582|Sede do Município e zona rural.|2013-01-22T00:00:00|2013|90|Transporte Escolar|30|
2145|Santa Maria do Cambucá|Prefeitura Municipal de Santa Maria do Cambucá|Locação de veículos destinados às Secretarias de Administração, Educação, Ação Social, Agricultura e Gabinete do Prefeito.|2015-09-02T00:00:00|P131|582|Sede do Município e zona rural.|2013-06-05T00:00:00|2013|360|Transporte Escolar||
