Conteudo|TipoPrazo|nr_processo|NomeUJDeterminacao|NomeUJPrincipalProcesso|ExercicioPrincipalProcesso|NomeRelator|Modalidade|Tipo|EsferaUJPrincipalProcesso|MunicipioUJPrincipalProcesso|StatusProcesso|Documento|AnoAcordaoParecer|DataSessaoJulgamento|HoraSessaoJulgamento|NomeColegiado|LinkProcesso|LinkDocumento|NumeroAcordaoParecer|dt_prazo|nr_prazo_dias
"<p dir=""ltr"">&amp;nbsp;Fortalecer o controle sobre os procedimentos de registro dos fatos administrativos que t&amp;ecirc;m repercuss&amp;atilde;o no patrim&amp;ocirc;nio do munic&amp;iacute;pio, de modo que atendam &amp;agrave;s Normas Brasileiras de Contabilidade Aplicadas ao Setor P&amp;uacute;blico &amp;ndash; NBCASP editadas pelo Conselho Federal de Contabilidade e que sejam evitadas as seguintes situa&amp;ccedil;&amp;otilde;es:</p>

<p dir=""ltr"">a) Aus&amp;ecirc;ncia da provis&amp;atilde;o para perdas de D&amp;iacute;vida Ativa no Balan&amp;ccedil;o Patrimonial (Item 3.3.1).<br />
b) Aus&amp;ecirc;ncia de registro da Provis&amp;atilde;o Matem&amp;aacute;tica Previdenci&amp;aacute;ria (Item 3.4.3).</p>

<p dir=""ltr"">c) Demonstrativos cont&amp;aacute;beis com diversas falhas relativas aos registros das receitas (Item 2.5.1).</p>

<p>&amp;nbsp;</p>
<br><p style=""text-align: justify;"">Fazer o controle das disponibilidades financeiras por fonte/destina&amp;ccedil;&amp;atilde;o de recursos desde a elabora&amp;ccedil;&amp;atilde;o do or&amp;ccedil;amento at&amp;eacute; a sua execu&amp;ccedil;&amp;atilde;o, incluindo o ingresso, o comprometimento e a sa&amp;iacute;da dos recursos or&amp;ccedil;ament&amp;aacute;rios (Item 3.1).</p>
<br><p style=""text-align: justify;"">Constituir provis&amp;atilde;o para cr&amp;eacute;ditos de recebimento incerto inscritos em d&amp;iacute;vida ativa, conforme Portaria n&amp;ordm; 564, de 27 de outubro de 2004, da Secretaria do Tesouro Nacional (Item 3.3.1).</p>
<br><p style=""text-align: justify;"">Adotar a&amp;ccedil;&amp;otilde;es para identificar e corrigir os principais fatores que est&amp;atilde;o afetando negativamente o alcance das metas do IDEB Anos Finais (Item 7).</p>
<br><p style=""text-align: justify;"">Adotar as al&amp;iacute;quotas de contribui&amp;ccedil;&amp;atilde;o suplementar recomendadas pelo Demonstrativo de Resultado da Avalia&amp;ccedil;&amp;atilde;o Atuarial de 2015, e pela Lei Municipal 345/2011 de modo a&amp;nbsp;manter o equil&amp;iacute;brio do Regime Pr&amp;oacute;prio de Previd&amp;ecirc;ncia Social (Item 9.4).</p>
<br><p style=""text-align: justify;"">Abster-se de empregar recursos do FUNDEB para o pagamento das despesas inscritas em restos a pagar sem lastro financeiro e, caso j&amp;aacute; o tenha feito, deve o saldo da conta do referido fundo ser recomposto em montante equivalente ao valor despendido (7.3).</p>
<br><p style=""text-align: justify;"">Proceder levantamento de todo d&amp;eacute;bito previdenci&amp;aacute;rio junto ao INSS, e ao RPPS, providenciando os recolhimentos e/ou negocia&amp;ccedil;&amp;atilde;o da d&amp;iacute;vida (itens 3.4.2 e 9.3).</p>
<br><p style=""text-align: justify;"">Definir, na programa&amp;ccedil;&amp;atilde;o financeira e no cronograma mensal de desembolso, valores reais de receitas e despesas, acompanhando a execu&amp;ccedil;&amp;atilde;o, conforme determina&amp;ccedil;&amp;otilde;es da Lei de Responsabilidade Fiscal.</p>
<br><p style=""text-align: justify;"">Corrigir as defici&amp;ecirc;ncias cont&amp;aacute;beis apontadas pelo estudo deste TCE-PE que gerou o &amp;Iacute;ndice de Converg&amp;ecirc;ncia e Consist&amp;ecirc;ncia dos Munic&amp;iacute;pios de Pernambuco (ICCPE) para que os problemas encontrados nos demonstrativos cont&amp;aacute;beis do Munic&amp;iacute;pio n&amp;atilde;o se repitam em exec&amp;iacute;cios futuros (Item 4).</p>
<br><p style=""text-align: justify;"">Adotar &amp;nbsp;medidas para melhoria&amp;nbsp; da arrecada&amp;ccedil;&amp;atilde;o da Receita Tribut&amp;aacute;ria Pr&amp;oacute;pria, bem como&amp;nbsp;das&amp;nbsp;a&amp;ccedil;&amp;otilde;es de cobran&amp;ccedil;a administrativa e judicial da d&amp;iacute;vida ativa.</p>
<br>"|Sem prazo|16100010-1|Prefeitura Municipal de Lagoa do Carro|Prefeitura Municipal de Lagoa do Carro|2015|TERESA DUERE|Prestação de Contas|Governo|M |Lagoa do Carro|Transitado em Julgado após Recursos - Julgado pelo Legislativo|Parecer Prévio|2018|2018-08-28|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100010&digito=1|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=82DBC1C7-6E6F-485D-BFEC-DD7E298E1499|||
"<p dir=""ltr"">a) Evidenciar na elabora&amp;ccedil;&amp;atilde;o da programa&amp;ccedil;&amp;atilde;o financeira o desdobramento das receitas previstas em metas bimestrais de arrecada&amp;ccedil;&amp;atilde;o;</p>

<p dir=""ltr"">b) Identificar a especifica&amp;ccedil;&amp;atilde;o, em separado, da quantidade e valores de a&amp;ccedil;&amp;otilde;es ajuizadas para cobran&amp;ccedil;a da d&amp;iacute;vida ativa, bem como da evolu&amp;ccedil;&amp;atilde;o do montante dos cr&amp;eacute;ditos tribut&amp;aacute;rios pass&amp;iacute;veis de cobran&amp;ccedil;a administrativa;</p>

<p dir=""ltr"">c) Efetuar o pagamento das contribui&amp;ccedil;&amp;otilde;es previdenci&amp;aacute;rias, integral e tempestivamente, consoante as normas que disciplinam a mat&amp;eacute;ria, a fim de evitar a incid&amp;ecirc;ncia de encargos aos cofres municipais e consequente incremento de seu passivo financeiro;</p>

<p dir=""ltr"">d) N&amp;atilde;o permitir que a despesa total de pessoal exceda em mais de 54% da Receita Corrente L&amp;iacute;quida, observando-se o disposto na Lei Complementar n&amp;ordm; 101/2000, artigos 23 e 66, quanto ao seu enquadramento &amp;agrave;quele percentual nos quadrimestres seguintes;</p>

<p dir=""ltr"">e) Atentar para o dever de&amp;nbsp;divulgar, na forma e prazos legais, as informa&amp;ccedil;&amp;otilde;es exigidas pelo ordenamento jur&amp;iacute;dico, notadamente pela Lei de Acesso &amp;agrave; Informa&amp;ccedil;&amp;atilde;o e pela LRF.</p>
<br>"|Sem prazo|16100011-3|Prefeitura Municipal de Salgueiro|Prefeitura Municipal de Salgueiro|2015|CARLOS PORTO|Prestação de Contas|Governo|M |Salgueiro|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2018|2018-04-17|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100011&digito=3|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=E6A6D03B-962E-40A3-B0CA-8F3DE28B7929|||
"<p>Implementar medidas de manuten&amp;ccedil;&amp;atilde;o dos gastos com pessoal dentro dos limites estabelecidos na LRF;</p>
<br><p style=""text-align: justify;"">Promover a implanta&amp;ccedil;&amp;atilde;o de controles eficientes e eficazes na Gest&amp;atilde;o Or&amp;ccedil;ament&amp;aacute;ria, Financeira e Patrimonial do Munic&amp;iacute;pio;</p>
<br><p style=""text-align: justify;"">Providenciar, junto ao setor respons&amp;aacute;vel, a regulariza&amp;ccedil;&amp;atilde;o da D&amp;iacute;vida Ativa do Munic&amp;iacute;pio, promovendo a&amp;nbsp;sua efetiva cobran&amp;ccedil;a e arrecada&amp;ccedil;&amp;atilde;o (vide <strong>item 3.3.1 do Relat&amp;oacute;rio de Auditoria</strong>);</p>
<br><p style=""text-align: justify;"">Organizar a contabilidade de forma a permitir o acompanhamento dos fatos decorrentes ou n&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria e a an&amp;aacute;lise e interpreta&amp;ccedil;&amp;atilde;o dos resultados econ&amp;ocirc;micos e financeiros, zelando para o exato registro dos valores que comp&amp;otilde;em as pe&amp;ccedil;as cont&amp;aacute;beis e em observ&amp;acirc;ncia &amp;agrave;s normas que regem a&amp;nbsp;sua elabora&amp;ccedil;&amp;atilde;o;</p>
<br><p style=""text-align: justify;"">Acompanhar a situa&amp;ccedil;&amp;atilde;o da municipalidade junto ao RPPS e ao RGPS, de modo que haja seguran&amp;ccedil;a jur&amp;iacute;dica do conjunto dos segurados que se encontram filiados aos referidos sistemas e no pleno gozo dos seus direitos, bem como a garantia ao Munic&amp;iacute;pio de que n&amp;atilde;o haver&amp;aacute; forma&amp;ccedil;&amp;atilde;o de passivos futuros capazes de afetar o equil&amp;iacute;brio de suas contas e o cumprimento de suas metas fiscais;</p>
<br><p style=""text-align: justify;"">Providenciar, junto ao setor competente da Prefeitura Municipal, a correta e tempestiva contabiliza&amp;ccedil;&amp;atilde;o, assim como o posterior recolhimento/repasse das contribui&amp;ccedil;&amp;otilde;es previdenci&amp;aacute;rias (dos segurados e patronal) devidas ao RGPS e ao RPPS, em &amp;eacute;poca pr&amp;oacute;pria, evitando o pagamento de multa e juros ao &amp;oacute;rg&amp;atilde;o competente;</p>
<br><p style=""text-align: justify;"">Monitorar o cumprimento dos Acordos de Parcelamento e Confiss&amp;atilde;o de D&amp;eacute;bitos Previdenci&amp;aacute;rios celebrados entre o Munic&amp;iacute;pio e o RGPS, assim como o RPPS, providenciando a quita&amp;ccedil;&amp;atilde;o das parcelas previstas nos citados parcelamentos;</p>
<br><p style=""text-align: justify;"">Implantar as a&amp;ccedil;&amp;otilde;es necess&amp;aacute;rias ao cumprimento das normas sobre transpar&amp;ecirc;ncia p&amp;uacute;blica (Lei de Acesso &amp;agrave; Informa&amp;ccedil;&amp;atilde;o &amp;ndash; LAI), com fins de melhorar o &amp;Iacute;ndice de Transpar&amp;ecirc;ncia do Munic&amp;iacute;pio, que se apresentou, em 2015, no n&amp;iacute;vel de transpar&amp;ecirc;ncia moderado.</p>
<br>"|Sem prazo|16100012-5|Prefeitura Municipal de Bodocó|Prefeitura Municipal de Bodocó|2015|JOÃO CARNEIRO CAMPOS|Prestação de Contas|Governo|M |Bodocó|Julgado (Publicado) - Recorrido|Parecer Prévio|2018|2018-10-04|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100012&digito=5|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=83378E82-AD63-416C-A676-090F5F6CA9E0|||
"<p dir=""ltr"" style=""margin-left: 40px;"">a) Atentar para o dever realizar uma gest&amp;atilde;o financeira, or&amp;ccedil;ament&amp;aacute;ria e patrimonial equilibrada e respons&amp;aacute;vel, a fim de que o Poder Executivo tenha condi&amp;ccedil;&amp;otilde;es de buscar cumprir o papel constitucional conferido aos Munic&amp;iacute;pios;</p>

<p dir=""ltr"" style=""margin-left: 40px;"">b) Atentar para o dever de recolher, no prazo legal, as contribui&amp;ccedil;&amp;otilde;es dos servidores e a patronal ao respectivo regime previdenci&amp;aacute;rio;</p>

<p dir=""ltr"" style=""margin-left: 40px;"">c) Atentar para o dever de adotar medidas efetivas visando &amp;agrave; arrecada&amp;ccedil;&amp;atilde;o de receitas tribut&amp;aacute;rias pr&amp;oacute;prias e o dever de cobrar os cr&amp;eacute;ditos inscritos em d&amp;iacute;vida ativa;</p>

<p dir=""ltr"" style=""margin-left: 40px;"">d) Atentar para o dever de adotar t&amp;eacute;cnicas de or&amp;ccedil;amenta&amp;ccedil;&amp;atilde;o que evitem a superestima&amp;ccedil;&amp;atilde;o das receitas e despesas, quando da elabora&amp;ccedil;&amp;atilde;o das leis or&amp;ccedil;ament&amp;aacute;rias;</p>

<p dir=""ltr"" style=""margin-left: 40px;"">e) Atentar para o dever de providenciar o registro, em conta redutora, de Provis&amp;atilde;o para Perdas de D&amp;iacute;vida Ativa, evidenciando&amp;nbsp;no Balan&amp;ccedil;o Patrimonial;</p>

<p dir=""ltr"" style=""margin-left: 40px;"">f) Atentar para o dever de&amp;nbsp; empenhar e vincular despesas aos recursos do FUNDEB apenas quando houver lastro financeiro;</p>

<p dir=""ltr"" style=""margin-left: 40px;"">i) Atentar para o dever de disponibilizar &amp;agrave; sociedade as informa&amp;ccedil;&amp;otilde;es exigidas na LRF, na Lei Complementar n&amp;ordm; 131/2009, na Lei n&amp;ordm; 12.527/2011 (LAI) e na Constitui&amp;ccedil;&amp;atilde;o Federal.</p>
<br>"|Sem prazo|16100013-7|Prefeitura Municipal de Tamandaré|Prefeitura Municipal de Tamandaré|2015|VALDECIR PASCOAL|Prestação de Contas|Governo|M |Tamandaré|Transitado em Julgado após Recursos - Aguardando Julgamento do Legislativo|Parecer Prévio|2018|2018-04-26|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100013&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=0FD0BEA2-26A1-4823-B38C-3FC7BD96BCD2|||
"<p style=""text-align: justify;"">Atentar para o procedimento de c&amp;aacute;lculo de previs&amp;atilde;o de receita, de modo a evitar o estabelecimento de valores superestimados, a fim de que a execu&amp;ccedil;&amp;atilde;o das despesas seja realizada com base numa expectativa real de arrecada&amp;ccedil;&amp;atilde;o que garanta o suporte financeiro dos compromissos firmados;</p>
<br><p>Elaborar adequadamente a Programa&amp;ccedil;&amp;atilde;o Financeira e Cronograma Mensal de Desembolso at&amp;eacute; 30 dias ap&amp;oacute;s a publica&amp;ccedil;&amp;atilde;o da LOA, nos termos estabelecidos na LDO;</p>
<br><p>Atentar para uma estimativa real da&amp;nbsp;receita, conforme artigo 12 da Lei de Responsabilidade Fiscal - LRF;</p>
<br><p>Aprimorar o controle cont&amp;aacute;bil por fontes/destina&amp;ccedil;&amp;atilde;o de recursos, a fim de que sejam obedecidos os saldo de cada conta, evitando assim, a realiza&amp;ccedil;&amp;atilde;o de despesas sem lastro financeiro, de modo a preservar o equilibrio financeiro e fiscal do munic&amp;iacute;pio;</p>
<br><p>Envidar esfor&amp;ccedil;os no sentido de melhorar os &amp;iacute;ndices de educa&amp;ccedil;&amp;atilde;o e sa&amp;uacute;de verificados no Munic&amp;iacute;pio;</p>
<br><p>Adotar medidas que propiciem o&amp;nbsp;incremento na arrecada&amp;ccedil;&amp;atilde;o da d&amp;iacute;vida ativa do Munic&amp;iacute;pio;</p>
<br><p style=""text-align: justify;"">Disponibilizar integralmente para a sociedade o conjunto de informa&amp;ccedil;&amp;otilde;es exigido na Lei de Responsabilidade Fiscal - LRF,&amp;nbsp;Lei Complementar n&amp;ordm; 131/2009 e na Lei n&amp;ordm; 15.527/2011 (Lei de Acesso &amp;agrave; Informa&amp;ccedil;&amp;atilde;o - LAI).</p>
<br>"|Sem prazo|16100014-9|Prefeitura Municipal de Dormentes|Prefeitura Municipal de Dormentes|2015|ADRIANO CISNEIROS|Prestação de Contas|Governo|M |Dormentes|Transitado em Julgado - Julgado pelo Legislativo|Parecer Prévio|2018|2018-08-02|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100014&digito=9|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=2FA0EF7C-92AB-4A2D-952A-8A81F66E287D|||
"<p dir=""ltr"" style=""text-align: justify;"">b) atentar para o dever de adotar t&amp;eacute;cnicas de or&amp;ccedil;amenta&amp;ccedil;&amp;atilde;o que evitem a superestima&amp;ccedil;&amp;atilde;o das receitas e despesas, quando da elabora&amp;ccedil;&amp;atilde;o das leis or&amp;ccedil;ament&amp;aacute;rias;</p>

<p dir=""ltr"" style=""text-align: justify;"">c) atentar para o dever de realizar uma gest&amp;atilde;o financeira, or&amp;ccedil;ament&amp;aacute;ria e patrimonial equilibrada e respons&amp;aacute;vel, a fim de que o Poder Executivo tenha condi&amp;ccedil;&amp;otilde;es de buscar cumprir o papel constitucional conferido aos Munic&amp;iacute;pios;</p>

<p dir=""ltr"" style=""text-align: justify;"">d) atentar para o dever de adotar medidas efetivas visando &amp;agrave; arrecada&amp;ccedil;&amp;atilde;o de receitas pr&amp;oacute;prias e de cobrar os cr&amp;eacute;ditos inscritos em d&amp;iacute;vida ativa;</p>

<p dir=""ltr"" style=""text-align: justify;"">e) atentar para o dever de recolher, no prazo legal, as contribui&amp;ccedil;&amp;otilde;es dos servidores e a patronal ao respectivo regime previdenci&amp;aacute;rio;</p>

<p dir=""ltr"" style=""text-align: justify;"">g) atentar para o dever de apenas empenhar e vincular despesas aos recursos do FUNDEB apenas quando houver lastro financeiro;</p>

<p dir=""ltr"" style=""text-align: justify;"">h) atentar para o dever de disponibilizar &amp;agrave; sociedade as informa&amp;ccedil;&amp;otilde;es exigidas na Lei de Responsabilidade Fiscal - LRF, na Lei Federal n&amp;ordm; 12.527/2011 (LAI) e na Constitui&amp;ccedil;&amp;atilde;o da Rep&amp;uacute;blica;</p>

<p dir=""ltr"" style=""text-align: justify;"">i) atentar para o dever de instituir uma al&amp;iacute;quota patronal indicada como necess&amp;aacute;ria na avalia&amp;ccedil;&amp;atilde;o atuarial para conduzir o RPPS a uma situa&amp;ccedil;&amp;atilde;o de equil&amp;iacute;brio atuarial.</p>

<p style=""text-align: justify;"">&amp;nbsp;</p>
<br>"|Sem prazo|16100015-0|Prefeitura Municipal de Trindade|Prefeitura Municipal de Trindade|2015|VALDECIR PASCOAL|Prestação de Contas|Governo|M |Trindade|Julgado (Publicado) - Recorrido|Parecer Prévio|2018|2018-11-20|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100015&digito=0|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=4FE77B3A-C91E-44A5-B742-1C40D15E278E|||
"<p style=""text-align: justify;"">Envidar esfor&amp;ccedil;os para implantar definitivamente o controle por fonte de recursos, nos termos do art. 50, inc. I, da Lei de Responsabilidade Fiscal &amp;ndash; LRF (Lei Complementar n.&amp;ordm; 101/2000), em obedi&amp;ecirc;ncia ao previsto no Manual de Contabilidade Aplicada ao Setor P&amp;uacute;blico &amp;ndash; MCASP;</p>
<br><p style=""text-align: justify;"">Proceder ao registro da provis&amp;atilde;o para cr&amp;eacute;ditos inscritos em d&amp;iacute;vida ativa de recebimento incerto, com base nos Princ&amp;iacute;pios Cont&amp;aacute;beis da Oportunidade e da Prud&amp;ecirc;ncia, da Portaria n&amp;ordm; 564/2004, que aprova o Manual da D&amp;iacute;vida Ativa (art. 2&amp;ordm;).</p>
<br>"|Sem prazo|16100016-2|Prefeitura Municipal de Cachoeirinha|Prefeitura Municipal de Cachoeirinha|2015|TERESA DUERE|Prestação de Contas|Governo|M |Cachoeirinha|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2018|2018-03-27|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100016&digito=2|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=10CF2DD9-8D37-4C92-9E56-CEBE1F5EFB73|||
"Fazer constar no ""Relatório das Transferências mediante Convênios"" todos os registros determinados pela Resolução nº 22/14, Anexo ll;<br>Observar o prazo de 180 (cento e oitenta dias) da data fixada para apresentação da prestação de contas, nos casos de omissão de convenentes no dever de prestar contas, para realizar a instauração de Tomada de Contas Especial, conforme preceitua a Resolução TC nº 14/2014;<br>Registrar na contabilidade o imóvel sob contrato de cessão de uso por meio do contrato nº 104/2007 (prédio na Av. Cruz Cabugá nº 1.111, Santo Amaro Recife) e registrar informações sobre o imóvel na próxima prestação de contas para atendimento à Resolução TCE/PE nº 23/2015;<br>Manter a coerência dos registros dos bens móveis do inventário de 2016 com a localização dos bens;<br>Atentar para a apresentação do inventário de bens móveis com todos os elementos essenciais previstos nos normativos.<br>"|Sem prazo|16100216-0|Secretaria de Transportes de Pernambuco|Secretaria Executiva de Transportes|2015|MARCOS LORETO|Prestação de Contas|Gestão|E |Recife|Transitado em julgado|Acórdão|2017|2017-02-21|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100216&digito=0|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=EBC5E505-4E5A-4514-BDD5-7606EEAC8C7C|163||
"<p style=""text-align: justify;"">Elaborar a LDO e LOA consoante orienta&amp;ccedil;&amp;otilde;es da Lei de Responsabilidade Fiscal, art.12 e par&amp;aacute;grafo 2&amp;ordm;, inciso II, do art.4&amp;ordm;, com fins de evitar superdimensionamento das pe&amp;ccedil;as or&amp;ccedil;ament&amp;aacute;rias (Item 2);</p>
<br><p style=""text-align: justify;"">Fortalecer o Controle Interno com fins de acompanhar a execu&amp;ccedil;&amp;atilde;o do or&amp;ccedil;amento, evitando o d&amp;eacute;ficit de execu&amp;ccedil;&amp;atilde;o e especificamente: a) acompanhar os limites de despesas Constitucionais e aquelas previstas na LRF (Itens 5 e 6.1);</p>
<br><p style=""text-align: justify;"">Estruturar o setor de tributa&amp;ccedil;&amp;atilde;o do munic&amp;iacute;pio com fins de aumentar a arrecada&amp;ccedil;&amp;atilde;o de receitas pr&amp;oacute;prias e evitar a baixa cobran&amp;ccedil;a de cr&amp;eacute;ditos inscritos em d&amp;iacute;vida ativa (Itens 2.5.1 e 3.3.1);</p>
<br><p style=""text-align: justify;"">Fortalecer o controle sobre os procedimentos de registro dos fatos administrativos que t&amp;ecirc;m repercuss&amp;atilde;o no patrim&amp;ocirc;nio do munic&amp;iacute;pio, de modo que atendam &amp;agrave;s Normas Brasileiras de Contabilidade Aplicadas ao Setor P&amp;uacute;blico &amp;ndash; NBCASP editadas pelo Conselho Federal de Contabilidade (Item 3.1);</p>
<br><p style=""text-align: justify;"">Aprimorar a elabora&amp;ccedil;&amp;atilde;o da programa&amp;ccedil;&amp;atilde;o financeira fazendo constar em sua previs&amp;atilde;o o desdobramento das receitas previstas em metas bimestrais e especificando as medidas relativas &amp;agrave; quantidade e valores de a&amp;ccedil;&amp;otilde;es ajuizadas para cobran&amp;ccedil;a da d&amp;iacute;vida ativa, bem como da evolu&amp;ccedil;&amp;atilde;o do montante dos cr&amp;eacute;ditos tribut&amp;aacute;rios pass&amp;iacute;veis de cobran&amp;ccedil;a administrativa (Item 3.3.1);</p>
<br><p style=""text-align: justify;"">Corrigir as defici&amp;ecirc;ncias cont&amp;aacute;beis de modo que o ICCpe apresente melhor resultado em exerc&amp;iacute;cios futuros (Item 4);&amp;nbsp;</p>
<br><p style=""text-align: justify;"">Revisar ou atualizar Sistema Cont&amp;aacute;bil com fins de eliminar erros de somat&amp;oacute;rios e registro das receitas intraor&amp;ccedil;ament&amp;aacute;rias;</p>
<br><p style=""text-align: justify;"">Revisar os valores informados como inconsistentes e republicar o RGF e o RREO (Itens 2.5.1 e 6.1);</p>
<br><p style=""text-align: justify;"">Recompor o saldo da conta do FUNDEB em montante equivalente ao valor despendido al&amp;eacute;m do saldo existente (Item 7.3).</p>
<br>"|Sem prazo|16100019-8|Prefeitura Municipal de Macaparana|Prefeitura Municipal de Macaparana|2015|MARCOS NÓBREGA|Prestação de Contas|Governo|M |Macaparana|Julgado (Publicado) - Recorrido|Parecer Prévio|2019|2019-05-14|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100019&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=269AA45D-8B57-4395-ABA8-1A647BD94B6D|||
"<ol>
	<li style=""margin-left: 36pt; text-align: justify;"">Providenciar para que as informa&amp;ccedil;&amp;otilde;es cont&amp;aacute;beis sejam lan&amp;ccedil;adas em conformidade com as normas de reg&amp;ecirc;ncia, inclusive com as Resolu&amp;ccedil;&amp;otilde;es desta Corte de Contas, de modo que evidenciem a real situa&amp;ccedil;&amp;atilde;o patrimonial, or&amp;ccedil;ament&amp;aacute;ria e financeira do munic&amp;iacute;pio;</li>
	<li style=""margin-left: 36pt; text-align: justify;"">Providenciar para que a Lei Or&amp;ccedil;ament&amp;aacute;ria traduza a real expectativa de arrecada&amp;ccedil;&amp;atilde;o de receitas e realiza&amp;ccedil;&amp;atilde;o da despesa, &amp;agrave; luz do Princ&amp;iacute;pio Cont&amp;aacute;bil da Prud&amp;ecirc;ncia, promovendo a&amp;ccedil;&amp;otilde;es com o objetivo de melhorar as receitas pr&amp;oacute;prias do Munic&amp;iacute;pio e para reduzir a inscri&amp;ccedil;&amp;atilde;o de restos a pagar sem lastro financeiro, como tamb&amp;eacute;m reduzir o d&amp;eacute;ficit financeiro acumulado;</li>
	<li style=""margin-left: 36pt; text-align: justify;"">Providenciar para que sejam implantadas as medidas legais necess&amp;aacute;rias ao reenquadramento do Munic&amp;iacute;pio aos&amp;nbsp;limites&amp;nbsp;estabelecidos para o &amp;nbsp;&amp;nbsp;gasto com pessoal, inclusive quanto aos ajustes na legisla&amp;ccedil;&amp;atilde;o que se fizerem necess&amp;aacute;rios;</li>
	<li style=""margin-left: 36pt; text-align: justify;"">Observar o pronto cumprimento dos procedimentos m&amp;iacute;nimos de transpar&amp;ecirc;ncia na Gest&amp;atilde;o Fiscal e de informa&amp;ccedil;&amp;otilde;es disponibilizadas ao &amp;nbsp;&amp;nbsp;&amp;nbsp;cidad&amp;atilde;o;</li>
	<li style=""margin-left: 36pt; text-align: justify;"">Implementar a transpar&amp;ecirc;ncia na Gest&amp;atilde;o Fiscal, com a disponibiliza&amp;ccedil;&amp;atilde;o de informa&amp;ccedil;&amp;otilde;es e a realiza&amp;ccedil;&amp;atilde;o das audi&amp;ecirc;ncias p&amp;uacute;blicas determinadas &amp;nbsp;&amp;nbsp;&amp;nbsp;pelo artigo 48 da Lei de Responsabilidade Fiscal &amp;ndash; LRF.</li>
</ol>
<br>"|Sem prazo|16100022-8|Prefeitura Municipal de Nazaré da Mata|Prefeitura Municipal de Nazaré da Mata|2015|DIRCEU RODOLFO DE MELO JÚNIOR|Prestação de Contas|Governo|M |Nazaré da Mata|Transitado em Julgado - Julgado pelo Legislativo|Parecer Prévio|2018|2018-06-07|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100022&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=D381EC6B-B44F-4460-BC8F-579ED52348ED|||
"<p>Atentar para o disposto no Art. 40, &amp;sect;2&amp;ordm;, inc. II; Art. 43, inc. IV; e Art. 113 da Lei n&amp;deg; 8.666/93,&amp;nbsp;al&amp;eacute;m do Art. 3&amp;ordm;, inc. III, da Lei Federal N&amp;ordm; 10.520/2002, quando da realiza&amp;ccedil;&amp;atilde;o de licita&amp;ccedil;&amp;atilde;o;</p>
<br><p>Aperfei&amp;ccedil;oar o controle das despesas com aquisi&amp;ccedil;&amp;atilde;o de combust&amp;iacute;veis;</p>
<br><p>Fazer constar como anexo dos editais de licita&amp;ccedil;&amp;atilde;o, inclusive na modalidade preg&amp;atilde;o, a estimativa do valor da contrata&amp;ccedil;&amp;atilde;o e o or&amp;ccedil;amento estimado em planilhas de quantitativos e custos unit&amp;aacute;rios, na forma estabelecida pelos artigos 7&amp;ordm;, &amp;sect; 2&amp;ordm;, inciso II, e 40, &amp;sect; 2&amp;ordm;, inciso II, da Lei n&amp;ordm; 8.666/1993;</p>
<br>"|Sem prazo|16100285-7|Autarquia Educacional de Serra Talhada|Autarquia Educacional de Serra Talhada|2015|RANILSON RAMOS|Prestação de Contas|Gestão|M |Serra Talhada|Transitado em julgado|Acórdão|2018|2018-07-17|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100285&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=F4FACF98-BF5A-4B4B-8EB1-658E6EF5BB33|774||
